no,date,Num1,Num2,Num3,Num4,Num5,Num6,bnsNum,magicNo
530,2013-01-26,16,23,27,29,33,41,22,74248
531,2013-02-02,1,5,9,21,27,35,45,441268
532,2013-02-09,16,17,23,24,29,44,3,161515
533,2013-02-16,9,14,15,17,31,33,23,512142
534,2013-02-23,10,24,26,29,37,38,32,142381
535,2013-03-02,11,12,14,15,18,39,34,121321
536,2013-03-09,7,8,18,32,37,43,12,1101456
537,2013-03-16,12,23,26,30,36,43,11,113467
538,2013-03-23,6,10,18,31,32,34,11,481312
539,2013-03-30,3,19,22,31,42,43,26,1639111
540,2013-04-06,3,12,13,15,34,36,14,912192
541,2013-04-13,8,13,26,28,32,34,43,513242
542,2013-04-20,5,6,19,26,41,45,34,1137154
543,2013-04-27,13,18,26,31,34,44,12,585310
544,2013-05-04,5,17,21,25,36,44,10,1244118
545,2013-05-11,4,24,25,27,34,35,2,201271
546,2013-05-18,8,17,20,27,37,43,6,937106
547,2013-05-25,6,7,15,22,34,39,28,187125
548,2013-06-01,1,12,13,21,32,45,14,11181113
549,2013-06-08,29,31,35,38,40,44,17,24324
550,2013-06-15,1,7,14,20,34,37,41,676143
551,2013-06-22,3,6,20,24,27,44,25,3144317
552,2013-06-29,1,10,20,32,35,40,43,9101235
553,2013-07-06,2,7,17,28,29,39,37,51011110
554,2013-07-13,13,14,17,32,41,42,6,131591
555,2013-07-20,11,17,21,24,26,36,12,643210
556,2013-07-27,12,20,23,28,30,44,43,835214
557,2013-08-03,4,20,26,28,35,40,31,166275
558,2013-08-10,12,15,19,26,40,43,29,347143
559,2013-08-17,11,12,25,32,44,45,23,1137121
560,2013-08-24,1,4,20,23,29,45,28,3163616
561,2013-08-31,5,7,18,37,42,45,20,2111953
562,2013-09-07,4,11,13,17,20,31,33,724311
563,2013-09-14,5,10,16,17,31,32,21,561141
564,2013-09-21,14,19,25,26,27,34,2,56117
565,2013-09-28,4,10,18,27,40,45,38,689135
566,2013-10-05,4,5,6,25,26,43,41,1119117
567,2013-10-12,1,10,15,16,32,41,28,951169
568,2013-10-19,1,3,17,20,31,44,40,21431113
569,2013-10-26,3,6,13,23,24,35,1,3710111
570,2013-11-02,1,12,26,27,29,33,42,1114124
571,2013-11-09,11,18,21,26,38,43,29,735125
572,2013-11-16,3,13,18,33,37,45,1,1051548
573,2013-11-23,2,4,20,34,35,43,14,2161418
574,2013-11-30,14,15,16,19,25,43,2,113618
575,2013-12-07,2,8,20,30,33,34,6,6121031
576,2013-12-14,10,11,15,25,35,41,13,1410106
577,2013-12-21,16,17,22,31,34,37,33,15933
578,2013-12-28,5,12,14,32,34,42,16,721828
579,2014-01-04,5,7,20,22,37,42,39,2132155
580,2014-01-11,5,7,9,11,32,35,33,222213
581,2014-01-18,3,5,14,20,42,44,33,296222
582,2014-01-25,2,12,14,33,40,41,25,1021971
583,2014-02-01,8,17,27,33,40,44,24,910674
584,2014-02-08,7,18,30,39,40,41,36,1112911
585,2014-02-15,6,7,10,16,38,41,4,136223
586,2014-02-22,2,7,12,15,21,34,5,553613
587,2014-03-01,14,21,29,31,32,37,17,78215
588,2014-03-08,2,8,15,22,25,41,30,677316
589,2014-03-15,6,8,28,33,38,39,22,220551
590,2014-03-22,20,30,36,38,41,45,23,106234
591,2014-03-29,8,13,14,30,38,39,5,511681
592,2014-04-05,2,5,6,13,28,44,43,3171516
593,2014-04-12,9,10,13,24,33,38,28,131195
594,2014-04-19,2,8,13,25,28,37,3,651239
595,2014-04-26,8,24,28,35,38,40,5,164732
596,2014-05-03,3,4,12,14,25,43,17,1821118
597,2014-05-10,8,10,23,24,35,43,37,2131118
598,2014-05-17,4,12,24,33,38,45,22,812957
599,2014-05-24,5,12,17,29,34,35,27,751251
600,2014-05-31,5,11,14,27,29,36,44,631327
601,2014-06-07,2,16,19,31,34,35,37,1431231
602,2014-06-14,13,14,22,27,30,38,2,18538
603,2014-06-21,2,19,25,26,27,43,28,1761116
604,2014-06-28,2,6,18,21,33,34,30,4123121
605,2014-07-05,1,2,7,9,10,38,42,152128
606,2014-07-12,1,5,6,14,20,39,22,418619
607,2014-07-19,8,14,23,36,38,39,13,691321
608,2014-07-26,4,8,18,19,39,44,41,4101205
609,2014-08-02,4,8,27,34,39,40,13,419751
610,2014-08-09,14,18,20,23,28,36,33,42358
611,2014-08-16,2,22,27,33,36,37,14,205631
612,2014-08-23,6,9,18,19,25,33,40,39168
613,2014-08-30,7,8,11,16,41,44,35,135253
614,2014-09-06,8,21,25,39,40,44,18,1341414
615,2014-09-13,10,17,18,19,23,27,35,71144
616,2014-09-20,5,13,18,23,40,45,3,855175
617,2014-09-27,4,5,11,12,24,27,28,161123
618,2014-10-04,8,16,25,30,42,43,15,895121
619,2014-10-11,6,8,13,30,35,40,21,251755
620,2014-10-18,2,16,17,32,39,45,40,1411576
621,2014-10-25,1,2,6,16,19,42,9,1410323
622,2014-11-01,9,15,16,21,28,34,24,61576
623,2014-11-08,7,13,30,39,41,45,25,617924
624,2014-11-15,1,7,19,26,27,35,16,612718
625,2014-11-22,3,6,7,20,21,39,13,3113118
626,2014-11-29,13,14,26,33,40,43,15,112773
627,2014-12-06,2,9,22,25,31,45,12,7133614
628,2014-12-13,1,7,12,15,23,42,11,653819
629,2014-12-20,19,28,31,38,43,44,1,93751
630,2014-12-27,8,17,21,24,27,31,15,94334
631,2015-01-03,1,2,4,23,31,34,8,121983
632,2015-01-10,15,18,21,32,35,44,6,331139
633,2015-01-17,9,12,19,20,39,41,13,371192
634,2015-01-24,4,10,11,12,20,27,38,61187
635,2015-01-31,11,13,25,26,29,33,32,212134
636,2015-02-07,6,7,15,16,20,31,26,181411
637,2015-02-14,3,16,22,37,38,44,23,1361516
638,2015-02-21,7,18,22,24,31,34,6,114273
639,2015-02-28,6,15,22,23,25,32,40,97127
640,2015-03-07,14,15,18,21,26,35,23,13359
641,2015-03-14,11,18,21,36,37,43,12,731516
642,2015-03-21,8,17,18,24,39,45,32,916156
643,2015-03-28,15,24,31,32,33,40,13,97117
644,2015-04-04,5,13,17,23,28,36,8,84658
645,2015-04-11,1,4,16,26,40,41,31,31210141
646,2015-04-18,2,9,24,41,43,45,30,7151722
647,2015-04-25,5,16,21,23,24,30,29,115216
648,2015-05-02,13,19,28,37,38,43,4,69915
649,2015-05-09,3,21,22,33,41,42,20,1811181
650,2015-05-16,3,4,7,11,31,41,35,1342010
651,2015-05-23,11,12,16,26,29,44,18,1410315
652,2015-05-30,3,13,15,40,41,44,20,1022513
653,2015-06-06,5,6,26,27,38,39,1,1201111
654,2015-06-13,16,21,26,31,36,43,6,55557
655,2015-06-20,7,37,38,39,40,44,18,301114
656,2015-06-27,3,7,14,16,31,40,39,472159
657,2015-07-04,10,14,19,39,40,43,23,452013
658,2015-07-11,8,19,25,28,32,36,37,116344
659,2015-07-18,7,18,19,27,29,42,45,1118213
660,2015-07-25,4,9,23,33,39,44,14,5141065
661,2015-08-01,2,3,12,20,27,38,40,198711
662,2015-08-08,5,6,9,11,15,37,26,132422
663,2015-08-15,3,5,8,19,38,42,20,2311194
664,2015-08-22,10,20,33,36,41,44,5,1013353
665,2015-08-29,5,6,11,17,38,44,13,156216
666,2015-09-05,2,4,6,11,17,28,16,225611
667,2015-09-12,15,17,25,37,42,43,13,281251
668,2015-09-19,12,14,15,24,27,32,3,21935
669,2015-09-26,7,8,20,29,33,38,9,112945
670,2015-10-03,11,18,26,27,40,41,25,781131
671,2015-10-10,7,9,10,13,31,35,24,213184
672,2015-10-17,8,21,28,31,36,45,43,137359
673,2015-10-24,7,10,17,29,33,44,5,3712411
674,2015-10-31,9,10,14,25,27,31,11,141124
675,2015-11-07,1,8,11,15,18,45,7,734327
676,2015-11-14,1,8,17,34,39,45,27,791756
677,2015-11-21,12,15,24,36,41,44,42,391253
678,2015-11-28,4,5,6,12,25,37,45,1161312
679,2015-12-05,3,5,7,14,26,34,35,227128
680,2015-12-12,4,10,19,29,32,42,30,6910310
681,2015-12-19,21,24,27,29,43,44,7,332141
682,2015-12-26,17,23,27,35,38,43,2,64835
683,2016-01-02,6,13,20,27,28,40,15,777112
684,2016-01-09,1,11,15,17,25,39,40,1042814
685,2016-01-16,6,7,12,28,38,40,18,1516102
686,2016-01-23,7,12,15,24,25,43,13,539118
687,2016-01-30,1,8,10,13,28,42,45,7231514
688,2016-02-06,5,15,22,23,34,35,2,1071111
689,2016-02-13,7,17,19,30,36,38,34,1021162
690,2016-02-20,24,25,33,34,38,39,43,18141
691,2016-02-27,15,27,33,35,43,45,16,126282
692,2016-03-05,3,11,14,15,32,36,44,831174
693,2016-03-12,1,6,11,28,34,42,30,551768
694,2016-03-19,7,15,20,25,33,43,12,855810
695,2016-03-26,4,18,26,33,34,38,14,148714
696,2016-04-02,1,7,16,18,34,38,21,692164
697,2016-04-09,2,5,8,11,33,39,31,333226
698,2016-04-16,3,11,13,21,33,37,18,828124
699,2016-04-23,4,5,8,16,21,29,3,13858
700,2016-04-30,11,23,28,29,30,44,13,1251114
701,2016-05-07,3,10,14,16,36,38,35,742202
702,2016-05-14,3,13,16,24,26,29,9,103823
703,2016-05-21,10,28,31,33,41,44,21,183283
704,2016-05-28,1,4,8,23,33,42,45,3415109
705,2016-06-04,1,6,17,22,28,45,23,5115617
706,2016-06-11,3,4,6,10,28,30,37,124182
707,2016-06-18,2,12,19,24,39,44,35,1075155
708,2016-06-25,2,10,16,19,34,45,1,8631511
709,2016-07-02,10,18,30,36,39,44,32,812635
710,2016-07-09,3,4,9,24,25,33,10,151518
711,2016-07-16,11,15,24,35,37,45,42,491128
712,2016-07-23,17,20,30,31,33,45,19,3101212
713,2016-07-30,2,5,15,18,19,23,44,310314
714,2016-08-06,1,7,22,33,37,40,20,6151143
715,2016-08-13,2,7,27,33,41,44,10,520683
716,2016-08-20,2,6,13,16,29,30,21,473131
717,2016-08-27,2,11,19,25,28,32,44,98634
718,2016-09-03,4,11,20,23,32,39,40,79397
719,2016-09-10,4,8,13,19,20,43,26,456123
720,2016-09-17,1,12,29,34,36,37,41,1117521
721,2016-09-24,1,28,35,41,43,44,31,277621
722,2016-10-01,12,14,21,30,39,43,45,27994
723,2016-10-08,20,30,33,35,36,44,22,103218
724,2016-10-15,2,8,33,35,37,41,14,625224
725,2016-10-22,6,7,19,21,41,43,38,1122202
726,2016-10-29,1,11,21,23,34,44,24,101021110
727,2016-11-05,7,8,10,19,21,31,20,129210
728,2016-11-12,3,6,10,30,34,37,36,342043
729,2016-11-19,11,17,21,26,36,45,16,645109
730,2016-11-26,4,10,14,15,18,22,39,64134
731,2016-12-03,2,7,13,25,42,45,39,5612173
732,2016-12-10,2,4,5,17,27,32,43,2112105
733,2016-12-17,11,24,32,33,35,40,13,138125
734,2016-12-24,6,16,37,38,41,45,18,1021134
735,2016-12-31,5,10,13,27,37,41,4,5314104
736,2017-01-07,2,11,17,18,21,27,6,96136
737,2017-01-14,13,15,18,24,27,41,11,236314
738,2017-01-21,23,27,28,38,42,43,36,411041
739,2017-01-28,7,22,29,33,34,35,30,157411
740,2017-02-04,4,8,9,16,17,19,31,41712
741,2017-02-11,5,21,27,34,44,45,16,1667101
742,2017-02-18,8,10,13,36,37,40,6,232313
743,2017-02-25,15,19,21,34,41,44,10,421373
744,2017-03-04,10,15,18,21,34,41,43,533137
745,2017-03-11,1,2,3,9,12,23,10,116311
746,2017-03-18,3,12,33,36,42,45,25,921363
747,2017-03-25,7,9,12,14,23,28,17,23295
748,2017-04-01,3,10,13,22,31,32,29,73991
749,2017-04-08,12,14,24,26,34,45,41,2102811
750,2017-04-15,1,2,15,19,24,36,12,1134512
751,2017-04-22,3,4,16,20,28,44,17,1124816
752,2017-04-29,4,16,20,33,40,43,7,1241373
753,2017-05-06,2,17,19,24,37,41,3,1525134
754,2017-05-13,2,8,17,24,29,31,32,69752
755,2017-05-20,13,14,26,28,30,36,37,112226
756,2017-05-27,10,14,16,18,27,28,4,42291
757,2017-06-03,6,7,11,17,33,44,1,1461611
758,2017-06-10,5,9,12,30,39,43,24,431894
759,2017-06-17,9,33,36,40,42,43,32,243421
760,2017-06-24,10,22,27,31,42,43,12,1254111
761,2017-07-01,4,7,11,24,42,45,30,3413183
762,2017-07-08,1,3,12,21,26,41,16,299515
763,2017-07-15,3,8,16,32,34,43,10,581629
764,2017-07-22,7,22,24,31,34,36,15,152732
765,2017-07-29,1,3,8,12,42,43,33,254301
766,2017-08-05,9,30,34,35,39,41,21,214142
767,2017-08-12,5,15,20,31,34,42,22,1051138
768,2017-08-19,7,27,29,30,38,44,4,202186
769,2017-08-26,5,7,11,16,41,45,4,245254
770,2017-09-02,1,9,12,23,39,43,34,8311164
771,2017-09-09,6,10,17,18,21,29,30,47138
772,2017-09-16,5,6,11,14,21,41,32,153720
773,2017-09-23,8,12,19,21,31,35,44,472104
774,2017-09-30,12,15,18,28,34,42,9,331068
775,2017-10-07,11,12,29,33,38,42,17,117454
776,2017-10-14,8,9,18,21,28,40,20,193712
777,2017-10-21,6,12,17,21,34,37,18,654133
778,2017-10-28,6,21,35,36,37,41,11,1514114
779,2017-11-04,6,12,19,24,34,41,4,675107
780,2017-11-11,15,17,19,21,27,45,16,222618
781,2017-11-18,11,16,18,19,24,39,43,521515
782,2017-11-25,6,18,31,34,38,45,20,1213347
783,2017-12-02,14,15,16,17,38,45,36,111217
784,2017-12-09,3,10,23,24,31,39,22,713178
785,2017-12-16,4,6,15,25,26,33,40,291017
786,2017-12-23,12,15,16,20,24,30,38,31446
787,2017-12-30,5,6,13,16,27,28,9,173111
788,2018-01-06,2,10,11,19,35,39,29,818164
789,2018-01-13,2,6,7,12,19,45,38,415726
790,2018-01-20,3,8,19,27,30,41,12,5118311
791,2018-01-27,2,10,12,31,33,42,32,821929
792,2018-02-03,2,7,19,25,29,36,16,512647
793,2018-02-10,10,15,21,35,38,43,31,561435
794,2018-02-17,6,7,18,19,30,38,13,1111118
795,2018-02-24,3,10,13,26,34,38,36,731384
796,2018-03-03,1,21,26,36,40,41,5,2051041
797,2018-03-10,5,22,31,32,39,45,36,179176
798,2018-03-17,2,10,14,22,32,36,41,848104
799,2018-03-24,12,17,23,34,42,45,33,561183
800,2018-03-31,1,4,10,12,28,45,26,3621617
801,2018-04-07,17,25,28,37,43,44,2,83961
802,2018-04-14,10,11,12,18,24,42,27,116618
803,2018-04-21,5,9,14,26,30,43,2,4512413
804,2018-04-28,1,10,13,26,32,36,9,931364
805,2018-05-05,3,12,13,18,31,32,42,915131
806,2018-05-12,14,20,23,31,37,38,27,63861
807,2018-05-19,6,10,18,25,34,35,33,48791
808,2018-05-26,15,21,31,32,41,43,24,610192
809,2018-06-02,6,11,15,17,23,40,39,542617
810,2018-06-09,5,10,13,21,39,43,11,538184
811,2018-06-16,8,11,19,21,36,45,25,382159
812,2018-06-23,1,3,12,14,16,43,10,292227
813,2018-06-30,11,30,34,35,42,44,27,194172
814,2018-07-07,2,21,28,38,42,45,30,1971043
815,2018-07-14,17,21,25,26,27,36,4,44119
816,2018-07-21,12,18,19,29,31,39,7,611028
817,2018-07-28,3,9,12,13,25,43,34,6311218
818,2018-08-04,14,15,25,28,29,30,3,110311
819,2018-08-11,16,25,33,38,40,45,15,98525
820,2018-08-18,10,21,22,30,35,42,6,111857
821,2018-08-25,1,12,13,24,29,44,16,11111515
822,2018-09-01,9,18,20,24,27,36,12,92439
823,2018-09-08,12,18,24,26,39,40,15,662131
824,2018-09-15,7,9,24,29,34,38,26,215554
825,2018-09-22,8,15,21,31,33,38,42,761025
826,2018-09-29,13,16,24,25,33,36,42,38183
827,2018-10-06,5,11,12,29,33,44,14,6117411
828,2018-10-13,4,7,13,29,31,39,18,361628
829,2018-10-20,4,5,31,35,43,45,29,126482
830,2018-10-27,5,6,16,18,37,38,17,1102191
831,2018-11-03,3,10,16,19,31,39,9,763128
832,2018-11-10,13,14,19,26,40,43,30,157143
833,2018-11-17,12,18,30,39,41,42,19,612921
834,2018-11-24,6,8,18,35,42,43,3,2101771
835,2018-12-01,9,10,13,28,38,45,35,1315107
836,2018-12-08,1,9,11,14,26,28,19,823122
837,2018-12-15,2,25,28,30,33,45,6,2332312
838,2018-12-22,9,14,17,33,36,38,20,531632
839,2018-12-29,3,9,11,12,13,19,35,62116
840,2019-01-05,2,4,11,28,29,43,27,2717114
841,2019-01-12,5,11,14,30,33,38,24,631635
842,2019-01-19,14,26,32,36,39,42,38,126433
843,2019-01-26,19,21,30,33,34,42,4,29318
844,2019-02-02,7,8,13,15,33,45,18,1521812
845,2019-02-09,1,16,29,33,40,45,6,1513475
846,2019-02-16,5,18,30,41,43,45,13,13121122
847,2019-02-23,12,16,26,28,30,42,22,4102212
848,2019-03-02,1,2,16,22,38,39,34,1146161
849,2019-03-09,5,13,17,29,34,39,3,841255
850,2019-03-16,16,20,24,28,36,39,5,44483
851,2019-03-23,14,18,22,26,31,44,40,444513
852,2019-03-30,11,17,28,30,33,35,9,611232
853,2019-04-06,2,8,23,26,27,44,13,6153117
854,2019-04-13,20,25,31,32,36,43,3,56147
855,2019-04-20,8,15,17,19,43,44,7,722241
856,2019-04-27,10,24,40,41,43,44,17,1416121
857,2019-05-04,6,10,16,28,34,38,43,461264
858,2019-05-11,9,13,32,38,39,43,23,419614
859,2019-05-18,8,22,35,38,39,41,24,1413312
860,2019-05-25,4,8,18,25,27,32,42,410725
861,2019-06-01,11,17,19,21,22,25,24,62213
862,2019-06-08,10,34,38,40,42,43,32,244221
863,2019-06-15,16,21,28,35,39,43,12,57744
864,2019-06-22,3,7,10,13,25,36,32,4331211
865,2019-06-29,3,15,22,32,33,45,2,12710112
866,2019-07-06,9,15,29,34,37,39,12,614532
867,2019-07-13,14,17,19,22,24,40,41,323216
868,2019-07-20,12,17,28,41,43,44,25,5111321
869,2019-07-27,2,6,20,27,37,39,4,4147102
870,2019-08-03,21,25,30,32,40,42,31,45282
871,2019-08-10,2,6,12,26,30,34,38,461444
872,2019-08-17,2,4,30,32,33,43,29,2262110
873,2019-08-24,3,5,12,13,33,39,38,271206
874,2019-08-31,1,15,19,23,28,42,32,1444514
875,2019-09-07,19,22,30,34,39,44,36,38455
876,2019-09-14,5,16,21,26,34,42,24,115588
877,2019-09-21,5,17,18,22,23,43,12,1214120
878,2019-09-28,2,6,11,16,25,31,3,45596
879,2019-10-05,1,4,10,14,15,35,20,364120
880,2019-10-12,7,17,19,23,24,45,38,1024121
881,2019-10-19,4,18,20,26,27,32,9,142615
882,2019-10-26,18,34,39,43,44,45,23,165411
883,2019-11-02,9,18,32,33,37,44,22,914147
884,2019-11-09,4,14,23,28,37,45,17,109598
885,2019-11-16,1,3,24,27,39,45,31,2213126
886,2019-11-23,19,23,28,37,42,45,2,45953
887,2019-11-30,8,14,17,27,36,45,10,631099
888,2019-12-07,3,7,12,31,34,38,32,451934
889,2019-12-14,3,13,29,38,39,42,26,1016913
890,2019-12-21,1,4,14,18,29,37,6,3104118
891,2019-12-28,9,13,28,31,39,41,19,415382
892,2020-01-04,4,9,17,18,26,42,36,581816
893,2020-01-11,1,15,17,23,25,41,10,1426216
894,2020-01-18,19,32,37,40,41,43,45,135312
895,2020-01-25,16,26,31,38,39,41,23,105712
896,2020-02-01,5,12,25,26,38,45,23,7131127
897,2020-02-08,6,7,12,22,26,36,29,1510410
898,2020-02-15,18,21,28,35,37,42,17,37725
899,2020-02-22,8,19,20,21,33,39,37,1111126
900,2020-02-29,7,13,16,18,35,38,14,632173
901,2020-03-07,5,18,20,23,30,34,21,132374
902,2020-03-14,7,19,23,24,36,39,30,1241123
903,2020-03-21,2,15,16,21,22,28,45,131516
904,2020-03-28,2,6,8,26,43,45,11,4218172
905,2020-04-04,3,4,16,27,38,40,20,11211112
906,2020-04-11,2,5,14,28,31,32,20,391431
907,2020-04-18,21,27,29,38,40,44,37,62924
908,2020-04-25,3,16,21,22,23,44,30,1351121
909,2020-05-02,7,24,29,30,34,35,33,175141
910,2020-05-09,1,11,17,27,35,39,31,1061084
911,2020-05-16,4,5,12,14,32,42,35,1721810
912,2020-05-23,5,8,18,21,22,38,10,3103116
913,2020-05-30,6,14,16,21,27,37,40,825610
914,2020-06-06,16,19,24,33,42,44,27,35992
915,2020-06-13,2,6,11,13,22,37,14,452915
916,2020-06-20,6,21,22,32,35,36,17,1511031
917,2020-06-27,1,3,23,24,27,43,34,2201316
918,2020-07-04,7,11,12,31,33,38,5,411925
919,2020-07-11,9,14,17,18,42,44,35,531242
920,2020-07-18,2,3,26,33,34,43,29,123719
921,2020-07-25,5,7,12,22,28,41,1,2510613
922,2020-08-01,2,6,13,17,27,43,36,4741016
923,2020-08-08,3,17,18,23,36,41,26,1415135
924,2020-08-15,3,11,34,42,43,44,13,823811
925,2020-08-22,13,24,32,34,39,42,4,118253
926,2020-08-29,10,16,18,20,25,31,6,62256
927,2020-09-05,4,15,22,38,41,43,26,1171632
928,2020-09-12,3,4,10,20,28,44,30,1610816
929,2020-09-19,7,9,12,15,19,23,4,23344
930,2020-09-26,8,21,25,38,39,44,28,1341315
931,2020-10-03,14,15,23,25,35,43,32,182108
932,2020-10-10,1,6,15,36,37,38,5,592111
933,2020-10-17,23,27,29,31,36,45,37,42259
934,2020-10-24,1,3,30,33,36,39,12,227333
935,2020-10-31,4,10,20,32,38,44,18,6101266
936,2020-11-07,7,11,13,17,18,29,43,424111
937,2020-11-14,2,10,13,22,29,40,26,839711
938,2020-11-21,4,8,10,16,31,36,9,426155
939,2020-11-28,4,11,28,39,42,45,6,7171133
940,2020-12-05,3,15,20,22,24,41,11,1252217
941,2020-12-12,12,14,25,27,39,40,35,2112121
942,2020-12-19,10,12,18,35,42,43,39,261771
943,2020-12-26,1,8,13,36,44,45,39,752381
944,2021-01-02,2,13,16,19,32,33,42,1133131
945,2021-01-09,9,10,15,30,33,37,26,151534
946,2021-01-16,9,18,19,30,34,40,20,911146
947,2021-01-23,3,8,17,20,27,35,26,59378
948,2021-01-30,13,18,30,31,38,41,5,512173
949,2021-02-06,14,21,35,36,40,44,30,714144
950,2021-02-13,3,4,15,22,28,40,10,1117612
951,2021-02-20,2,12,30,31,39,43,38,1018184
952,2021-02-27,4,12,22,24,33,41,38,810298
953,2021-03-06,7,9,22,27,37,42,34,2135105
954,2021-03-13,1,9,26,28,30,41,32,8172211
955,2021-03-20,4,9,23,26,29,33,8,514334
956,2021-03-27,10,11,20,21,25,41,40,191416
957,2021-04-03,4,15,24,35,36,40,1,1191114
958,2021-04-10,2,9,10,16,35,37,1,716192
959,2021-04-17,1,14,15,24,40,41,35,1319161
960,2021-04-24,2,18,24,30,32,45,14,1666213
961,2021-05-01,11,20,29,31,33,42,43,99229
962,2021-05-08,1,18,28,31,34,43,40,1710339
963,2021-05-15,6,12,19,23,34,42,35,674118
964,2021-05-22,6,21,36,38,39,43,30,1515214
965,2021-05-29,2,13,25,28,29,36,34,1112317
966,2021-06-05,1,21,25,29,34,37,36,204453
967,2021-06-12,1,6,13,37,38,40,9,572412
968,2021-06-19,2,5,12,14,24,39,33,3721015
969,2021-06-26,3,9,10,29,40,45,7,6119115
970,2021-07-03,9,11,16,21,28,36,5,25578
971,2021-07-10,2,6,17,18,21,26,7,411135
972,2021-07-17,3,6,17,23,37,39,26,3116142
973,2021-07-24,22,26,31,37,41,42,24,45641
